cleaned_product_name,adg_code,brand,industry
Երշիկ բժշկ/սիրող Աթենք կգ,1601,Athenk,Food & Beverage
ՆՐԲԵՐՇԻԿ ԳԱՆՁԱՍԱՐ ԱԹԵՆՔ ԾԽԵՑՐԱԾ,1601,Ganjasar,Food & Beverage
Նրբերշիկ կանադական Արմենիա կգ,1601,Unknown,Food & Beverage
Գանձասար երշիկ բժշկական սիրողական կգ,1601,Ganjasar,Food & Beverage
Երշիկ գանձասար ռուսական,1601,Ganjasar,Food & Beverage
Երշիկ Գանձասար փոքր բժշկական/սիրողական 250գ,1601,Ganjasar,Food & Beverage
Եփած երշիկ Աթենք բժշկական կգ,1601,Athenk,Food & Beverage
Վետչինա Արմենիա,1601,Unknown,Other
Երշիկ հում ապխտած Աթենք 90գր փաթեթ,1601,Athenk,Food & Beverage
Չորիզո Աթենք վակում 90գ,1601,Athenk,Food & Beverage
Միլկա թխվածքաբլիթներ շոկոլադով 112գր,1601,Milka,Food & Beverage
Երշիկ Կրեմլ Գանձասար կգ,1601,Ganjasar,Food & Beverage
Երշիկ Գանձասար Սիրող էքստրա կգ,1601,Ganjasar,Food & Beverage
Գանձասար սիրողական էքստրա,1601,Ganjasar,Food & Beverage
Երշիկ Սիրողական Գանձասար Վակում,1601,Ganjasar,Food & Beverage
Երշիկ կիսաապխտած Գանձասար ֆիննական մեծ,1601,Ganjasar,Food & Beverage
Աթենք հում ապխտած երշիկ փոքր հատ,1601,Athenk,Food & Beverage
Բժշկական Գանձասար 250գ,1601,Ganjasar,Food & Beverage
Եփած երշիկ Գանձասար,1601,Ganjasar,Food & Beverage
Սալ Ուկրաինական Աթենք կգ,1601,Athenk,Food & Beverage
Աթենք սերվելատ ապղտած երշիկ,1601,Athenk,Food & Beverage
Արմենիա միթֆուդ երշիկ պրեմա,1601,Unknown,Food & Beverage
Նրբերշիկ Հոթ Դոգ Աթենք 16հ,1601,Athenk,Food & Beverage
Երշիկ Գանձասար կրեմլյան կգ,1601,Ganjasar,Food & Beverage
Երշիկ Գանձասար բժշկական եփած հատ,1601,Ganjasar,Food & Beverage
Ուտեստ Պալերմո Աթենք,1601,Athenk,Food & Beverage
Երշիկ Սիրողական Եփած Աթենք Կգ,1601,Athenk,Food & Beverage
ՆՐԲԵՐՇԻԿ/ՍԱՐԴԵԼԿԱ ԱՐՄԵՆԻԱ ԿԳ,1601,Unknown,Food & Beverage
ԱԹԵՆՔ ԽԻՆԿԱԼԻ 800գ,1601,Athenk,Food & Beverage
Երշիկ սիրողական նախաճաշի Աթենք Գան,1601,Athenk,Food & Beverage
Բաստուրմա Աթենք կարմիր բիբարով կգ,1601,Athenk,Food & Beverage
Աթենք Նագեթ Հավի պանրով,1601,Athenk,Food & Beverage
Երշիկ եփած Արմենիա Մորտադելլա կգ,1601,Unknown,Food & Beverage
Նրբերշիկ պանրով Աթենք,1601,Athenk,Food & Beverage
Կոնյակով երշիկ Գանձասար 190գ,1601,Ganjasar,Food & Beverage
Երշիկ Դասական բժ/սիր Աթենք կգ,1601,Athenk,Food & Beverage
Գանձասար հավի բդիկ կգ,1601,Ganjasar,Food & Beverage
Գանձասար Կողեր ԿԳ,1601,Ganjasar,Food & Beverage
գանձասար պիլիմենի,1601,Ganjasar,Food & Beverage
Սարդելկա գանձասար 2000դ,1601,Ganjasar,Food & Beverage
Կապչ Գյումրի Աթենք,1601,Athenk,Food & Beverage
Բաստուրմա Էկոնոմ Գանձասար կգ,1601,Ganjasar,Food & Beverage
Բժշկական Գանձասար 310գ հատ,1601,Ganjasar,Food & Beverage
ԵՐՇԻԿ ՈՐՍՈՐԴԱԿԱՆ ԳԱՆՁԱՍԱՐ ԿԳ,1601,Ganjasar,Food & Beverage
Երշիկ Գանձասար 310գ բժշկական,1601,Ganjasar,Food & Beverage
ԵՐՇԻԿ ԳՅՈՒՄՐԻ ԳԱՆՁԱՍԱՐ 600Գ,1601,Ganjasar,Food & Beverage
Երշիկ Աթենք Սինգա սիրողական կգ,1601,Athenk,Food & Beverage
ԵՐՇ ՖԻՆՆԱԿԱՆ ԳԱՆՁԱՍԱՐ,1601,Ganjasar,Food & Beverage
Աթենք ՌՈԼԼ կգ,1601,Athenk,Food & Beverage
ԿԱթնային Նրբերշիկ Աթենք Աղիքով Կգ-ով,1601,Athenk,Food & Beverage
Խոզապուխտ Պապրիկանա Աթենք կգ,1601,Athenk,Food & Beverage
ՁՈՂԻԿՆԵՐ ԽՈԶԻ ԱԹԵՆՔ 30գ,1601,Athenk,Food & Beverage
ԱԹԵՆՔ ՋԵՐՔԻ ՀԱՎԻ 30Գ,1601,Athenk,Food & Beverage
Նրբերշիկ ծխեցրած 350գ Գանձասար,1601,Ganjasar,Food & Beverage
Երշիկ Բժշկական Էքստա Գանձասար,1601,Ganjasar,Food & Beverage
Բաստուրմա կգ/Գանձասար,1601,Ganjasar,Food & Beverage
Երշիկ հում ապխտած պիկանտ Գանձասար 380գր,1601,Ganjasar,Food & Beverage
գանձասար երշիկ կովկասյան հատ,1601,Ganjasar,Food & Beverage
Աթենք-գանձ Երշիկ կիսաապխտած ֆիննական,1601,Athenk,Food & Beverage
Երշ Կոնյակով Գանձասար հատ,1601,Ganjasar,Food & Beverage
Աթենք Ջեռկի Խոզի 30գր,1601,Athenk,Food & Beverage
Երշիկ Աթենք Կոնյակով հում ապխտած փոքր հատ,1601,Athenk,Food & Beverage
ՆՐԲԵՐՇԻԿ ՀՈԹ ԴՈԳ ԱԹԵՆՔ--,1601,Athenk,Food & Beverage
երշիկ կոնյակով Գանձասար Աթենք 1հ,1601,Ganjasar,Food & Beverage
ԱԹԵՆՔ ԽՈԶԱՊՈՒԽՏ ԿԳ,1601,Athenk,Food & Beverage
Նրբերշիկ ծխեցրած Գանձասար 350գ,1601,Ganjasar,Food & Beverage
Աթենք երշիկ որսորդական 250գ,1602,Athenk,Food & Beverage
ՔԱԲԱԲ հավի մսով Գանձասար կգ,1602,Ganjasar,Food & Beverage
Շպիկ Աթենք 1կգ,1602,Athenk,Food & Beverage
Աղացած միս Գանձասար տավարի 450կգ,1602,Ganjasar,Food & Beverage
ԽԻՆԿԱԼԻ ԿԳ-ՈՎ ԱԹԵՆՔ,1602,Athenk,Food & Beverage
ԳԱՆՁԱՍԱՐ ԿՐՑՔԱՄԻՍ,1602,Ganjasar,Food & Beverage
Աթենք հավի թևիկներ ապխտած 450գ,1602,Athenk,Food & Beverage
Պիլմեններ Գանձասար Դասակ,1602,Ganjasar,Food & Beverage
Աթենք Սուջուխ ԳԱՆՁ Փոքր,1602,Athenk,Food & Beverage
Ֆիլե Գանձասար կգ,1602,Ganjasar,Food & Beverage
Տավարի Միս Գանձասար Շոգեխաշած 525,1602,Ganjasar,Food & Beverage
Գավյադին 335գ ARTFOOD,1602,Artfood,Food & Beverage
Պելմենի կգ Գանձասար,1602,Ganjasar,Food & Beverage
Շոqեխաշած միս տավարի Աթենք 525գ,1602,Athenk,Food & Beverage
Բաստուրմա Գանձասար կգ,1602,Ganjasar,Food & Beverage
Խաշ սառեցված Աթենք 900գր,1602,Athenk,Food & Beverage
Սևանի սիգ սեփական հյութի մեջ Արտֆուդ 240գ,1604,Unknown,Other
Բամբակ Դարոինկ Լորան 150գ,1701,Unknown,Other
ՇՈԿ ՍԱԼԻԿ ՄԻԼԿԱ 80Գ,1702,Milka,Food & Beverage
ԹԽՎ ԱՊԱՉԻ ԿԱԹՆԱՅԻՆ 47Գ,1702,Apache,Food & Beverage
Ապաչի 32 գ սմետան սոխ,1702,Apache,Food & Beverage
տրուֆել գրանդ քենդի կգ,1702,Grand Candy,Food & Beverage
Դարոինկ կրուասան 65գ,1704,Unknown,Other
Շոկոլադե մածուկ milka,1704,Milka,Food & Beverage
Ապաչի պեչենի կգ,1704,Apache,Food & Beverage
Մոչիի ասորտի 5 տարբեր համով ROYAL FAMILY 12x600գ,1704,Royal,Food & Beverage
Ռոշեն կոնֆետ կաթնային կգ,1704,Roshen,Food & Beverage
Ապաչի Մարշմելոու Ամպիկ 60գր,1704,Apache,Food & Beverage
Կոնֆետներ Քինդեր մինի ֆրենդս շոկոլադե կտորներով,1704,Unknown,Food & Beverage
Ձեռնոց ոչ ստերիլ S N100,1704,Unknown,Other
Daroink deny,1704,Daroink,Food & Beverage
Կարամել Կ Ռոշեն 1կգ,1704,Roshen,Food & Beverage
ՅԱՄԻ ԳԱՄԻ ՌՈՇԵՆ ՍՈՈԻՐ ԲԵԼԹՍ 70ԳՐ,1704,Roshen,Food & Beverage
ԿՈՆԵՏ ՌԱՉԿԻ ՌՈՇԵՆ ԿԳ,1704,Roshen,Food & Beverage
Կրուասան Դարոյնք 300գ,1704,Daroink,Food & Beverage
Կարամել Էֆկալիպտ Մենթոլ Ռոշեն կգ,1704,Roshen,Food & Beverage
Թխվ սունկ դարոինկ 45գր,1704,Unknown,Other
Թխվածքաբլիթ Մինի Պայ Ազնվամորու Միջուկով Յաշկինո,1704,Yashkino,Food & Beverage
Սենդվիչ / Apache/30գ խառը,1704,Apache,Food & Beverage
Կարամել Шипучка կգ Roshen,1704,Roshen,Food & Beverage
Ռահաթ-լոխում Դարոյնք գետնանուշով 225գ,1704,Daroink,Food & Beverage
Ձողիկ Քաղցր Ապաչի 105գ,1704,Apache,Food & Beverage
Կոնֆետ Օպերա Գրանդ Քենդի կգ,1704,Grand Candy,Food & Beverage
Յաշկինո Պրյանիկ դասական 350գ,1704,Yashkino,Food & Beverage
Կարամել Կրեմկա Յաշկինո կգ,1704,Yashkino,Food & Beverage
Կոնֆետ Ալյոնկա Գրանդ Քենդի կգ,1704,Grand Candy,Food & Beverage
Շոկոլադե սալիկ Ռոշեն ծակոտկեն 80գր,1704,Roshen,Food & Beverage
վաֆլե տորթ ընկույզով Յաշկինո 250 գ,1704,Yashkino,Food & Beverage
Ռոշեն վաֆլե գլանակ կոնաֆետա 140գր վանիլային,1704,Roshen,Food & Beverage
Կոնֆետ Էկլեր կգ Ռոշեն,1704,Roshen,Food & Beverage
Կոնֆետներ Գրանդ Քենդի Պանդա կգ,1704,Grand Candy,Food & Beverage
ԿԱՌԱՄԵԼ ԲԵՌԻ ԿԳ ՌՈՇԵՆ՞՞,1704,Roshen,Food & Beverage
Դուդուկ խաղալիք սառնաշաքարով 2գ S,1704,Unknown,Other
Գրանդ քենդի սառնաշաքարային կարամել մենթոլ,1704,Grand Candy,Food & Beverage
Նվեր ամանորյա Դարոինք Դենի Սունդուկ,1704,Daroink,Food & Beverage
Կոնֆետ Գլեյս Յաշկինո կգ,1704,Yashkino,Food & Beverage
APACHE ՄԱՐՇՄԵԼՈ 60գ,1704,Apache,Food & Beverage
Կոնֆետ Ռոշեն ՇՈԿՈԼԱՊԿԻ կգ,1704,Roshen,Food & Beverage
Գլանակ Յաշկինո 190գ,1704,Yashkino,Food & Beverage
Շոկոլադե ձվիկ Kinder անակնկալով 20գ,1704,Unknown,Food & Beverage
Կոնֆետ ռոշեն Բիմ Բոմ,1704,Roshen,Food & Beverage
Լոխում դարոինկ կգ,1704,Unknown,Other
Կոնֆետ Սորենտո Ռոշեն կգ,1704,Roshen,Food & Beverage
ԿՖ Ռոշեն Ջոնի Կրոկեր Կգ,1704,Roshen,Food & Beverage
ՌՈՇԵՆ ԿԱՐԱՄԵԼ ԿԳ,1704,Roshen,Food & Beverage
Շոկոլադե ձվիկ Քինդեր 100գ,1704,Unknown,Food & Beverage
Խառը կառամել յաշկինո,1704,Yashkino,Food & Beverage
Կակաո Փոշի Գրանդ քենդի 40գ,1805,Grand Candy,Food & Beverage
Պնդուկի կրեմ Միլկա 350գ,1805,Milka,Food & Beverage
ԱՄԱՆՈՐՅԱ ՏՈՊՐԱԿ APACHE,1806,Apache,Food & Beverage
Շոկոլադե ձու Kinder Surprise Maxi կաթնային 1,1806,Unknown,Food & Beverage
Շոկոլադե կոնֆետներ Kinder Schoko-Bons 125գ,1806,Unknown,Food & Beverage
Ռիթեր Սպորտ Շոկոլադե Սալիկ,1806,Unknown,Food & Beverage
Թխվածքաբլիթ ի Միլկա 112գ,1806,Milka,Food & Beverage
Շոկ/Սալիկ Assortiment Milka-87գ,1806,Milka,Food & Beverage
Կարամել Ստրայք Յաշկինո,1806,Yashkino,Food & Beverage
Շոկ սալիկ Ռոշեն Լաքմի 100գ,1806,Roshen,Food & Beverage
Կոնֆետներ Կառալետկա կգ Ռոշեն,1806,Roshen,Food & Beverage
Շոկոլադ KINDER 20գ surprise ձու խաղալիքով,1806,Unknown,Food & Beverage
Ձվիկ շոկոլադե Քինդեր Ջոյ 20գ,1806,Unknown,Food & Beverage
Թխվածքաբլիթ Կինդեր Happy Hippo 100գր,1806,Unknown,Food & Beverage
Կոնֆետ կարամել ռոշեն կգ,1806,Roshen,Food & Beverage
Շոկոլադե ձվիկ Կինդեր Սրփրայզ 20 գր,1806,Unknown,Food & Beverage
Վաֆլի փափուկ Յաշկինո 120գր,1806,Yashkino,Food & Beverage
Roshen Karamel Beri 565,1806,Roshen,Food & Beverage
Կոնֆետ Յաշկինո Իվանովիչ շոկոալդ նուշով կգ,1806,Yashkino,Food & Beverage
Շոկ սալիկ Milka Oreo,1806,Milka,Food & Beverage
Շոկ սալիկ Կինդեր 4հ,1806,Unknown,Other
Շոկ գնդիկ Դարոինկ 250գ,1806,Unknown,Other
Կոնֆետ Շոկո Լապկի կգ Ռոշեն,1806,Roshen,Food & Beverage
ֆեռեռօ Ռոշեն բամբանեռկա 300գր,1806,Roshen,Food & Beverage
Շոկոլադե սալիկ Milka Hazelnut 90գր,1806,Milka,Food & Beverage
Ռիթեր Սպորտ նուշ և նարինջ 50 100գ,1806,Unknown,Other
շոկոլադ 100գ Kinder մեծ,1806,Unknown,Food & Beverage
Կոնֆետ դրաժե Գրանդ Քենդի Պանդա 50գր,1806,Grand Candy,Food & Beverage
ՇՈԿՈԼԱԴ ՌՈՇԵՆ ՍՈՐԵՆՏՈ ԿԳ,1806,Roshen,Food & Beverage
Կոնֆետներ Ռոշեն շոկո լապկի կգ,1806,Roshen,Food & Beverage
Շոկոլադե սալիկ Միլկա մաքս տուկ 270գր,1806,Milka,Food & Beverage
Շոկ Սալիկ Միլկա Նուշ և Կարամել 300գ,1806,Milka,Food & Beverage
Kinder maxi 21g,1806,Unknown,Other
Շոկ չրերի ասորտի ընկուզեղենով Գրանդ Քենդի 390գ,1806,Grand Candy,Food & Beverage
Շոկ սալիկ օզեռա յաշկինո 8120/ 1806 կ,1806,Yashkino,Food & Beverage
Գրանդ Քենդի գառնի 410գ,1806,Grand Candy,Food & Beverage
Յ/Շ ՇՈԿ ՍԱԼԻԿ ՅԱՇԿԻՆՈ ԿԱԹՆԱՅԻՆ 90Գ,1806,Yashkino,Food & Beverage
Բոնբոներկա Ասորտիմենտ 145գ Ռոշեն,1806,Roshen,Food & Beverage
Աղի ձողիկներ Դարոինք 250գր,1806,Daroink,Food & Beverage
Շոկոլադե սալիկ Միլկա ՄՄՄաքս 270գ,1806,Milka,Food & Beverage
Շոկ սալիկ Յաշկինո ПШ221,1806,Yashkino,Food & Beverage
ԲԱՏՈՆ ԿԻՆԴԵՐ ՇՈԿՈԼԱԴ 100Գ 8Հ,1806,Unknown,Food & Beverage
Կոնֆետներ BabyFox Յաշկինո պնդուկով 120գ,1806,Yashkino,Food & Beverage
Նվեր Տերև մեծ Դարոինկ,1806,Unknown,Other
Կոնֆետների հավաքածու Գրանդ Քենդի Զվարթնոց 210գր,1806,Grand Candy,Food & Beverage
Կոկա-կոլա 0 5լ,1806,Coca-Cola,Food & Beverage
Վաֆլի գլազ ւնարակված շոկոլադ Յաշկինո 200գ,1806,Yashkino,Food & Beverage
Շոկոլադե Գնդիկներ Ապաչի 150գր,1806,Apache,Food & Beverage
Կոնֆետ Ֆուռոր Կռոկանտ Յաշկինո կգ,1806,Yashkino,Food & Beverage
Կոնֆետ Յաշկինո վաֆլի դրաժե,1806,Yashkino,Food & Beverage
Սարք սափրվելու Gillette 1 1,1806,Gillette,Personal Care & Cosmetics
Սուրճ Նեսկաֆե գոլդ ա/տ 95 գ,1806,Nescafe,Food & Beverage
կոնֆետ Լուսիո լուիս կգ Յաշկինո,1806,Yashkino,Food & Beverage
Շոկ թխվածքաբլիթ Kinder delice,1806,Unknown,Food & Beverage
Շոկոլադե սալիկներ Roshen Lasmi 85գ հատ,1806,Roshen,Food & Beverage
Շոկոլադե Սալիկ Կինդեր 8հ 100գ,1806,Unknown,Food & Beverage
Սալիկ MILKA OREO/CARAMEL 300գ,1806,Milka,Food & Beverage
Կատաղած Մեղու Ռոշեն 1կգ,1806,Roshen,Food & Beverage
Շոկ Դրաժե Սալյուտ Գրանդ Քենդի 100գր 1806,1806,Grand Candy,Food & Beverage
ՇՈԿՈԼԱԴԵ ԱՐՏԱԴՐԱՆՔ MILKA RITTER SPORT-213 ՀԱՏ,1806,Milka,Food & Beverage
ՄԻԼԿԱ ՏՈՐԹ և ՇՈԿ,1806,Milka,Food & Beverage
ՇՈԿՈԼԱԴԵ ԳՆԴԻԿՆԵՐ 150Գ ԱՊԱՉԻ,1806,Apache,Food & Beverage
Կինդեռ Mini Friends 122գր,1806,Unknown,Other
Կոնֆ հավաքածու Ռոշեն Ասորտի կլասիկ 154գ,1806,Roshen,Food & Beverage
ՇՈԿՈԼԱԴԵ ՍԱԼԻԿ ՌՈՇԵՆ ԼԱՅՍՄԻ 100գ,1806,Roshen,Food & Beverage
Պրյանիկ յաշկինո 350g,1806,Yashkino,Food & Beverage
Շոկ Սալիկ MILKA 92g,1806,Milka,Food & Beverage
Վաֆլի Միլկա 150 գր,1806,Milka,Food & Beverage
Շոկ սալիկ MIlka Կաթնային 80գ,1806,Milka,Food & Beverage
Կոնֆետ Գրանդ Քենդի Ջունիոր կաթնային շոկոլադ սերուց,1806,Grand Candy,Food & Beverage
Շոկոլադե սալիկ Milka MMMAX կարամելային և ամբողջակա,1806,Milka,Food & Beverage
Վաֆլի Roshen Վաֆերս Choco 72գ,1806,Roshen,Food & Beverage
ՇՈԿՈԼԱԴ ԿԻՆԴԵՐ 50գ,1806,Unknown,Food & Beverage
Կոնֆետներ Ռաչկի Ռոշեն կգ,1806,Roshen,Food & Beverage
Kinder Duo 150գ,1806,Unknown,Other
Շոկ սալիկ Roshen Lacmi 85գ,1806,Roshen,Food & Beverage
Կինդեր Uovo Maxi 1 12 100գր,1806,Unknown,Other
Շոկ Սալիկ Միլկա կապուչինո 92գր,1806,Milka,Food & Beverage
ՇՈԿՈԼԱԴԵ ԲԱՏՈՆ ԿԻՆԴԵՐ ՔԱՈՒՆԹՐԻ 23 5Գ,1806,Unknown,Food & Beverage
շոկոլադ միլկա պնդուկով 300 գ,1806,Milka,Food & Beverage
Գրանդ Քենդի սառույց 53գ,1806,Grand Candy,Food & Beverage
Շոկոլադապատ Հալվա Գրանդ Քենդի կգ,1806,Grand Candy,Food & Beverage
Գրանդ Քենդի Դրաժե Պանդա 50գ,1806,Grand Candy,Food & Beverage
Մածուկ ատամի Colgate optic 75մլ,1806,Colgate,Personal Care & Cosmetics
Շոկ Սալիկ Միլկա Բաբլես Կոկոս 97Գր,1806,Milka,Food & Beverage
Շոկ սալիկ ծակոտկեն 80գ Ռոշեն,1806,Roshen,Food & Beverage
Միլկա Ձողիկներ 112գր,1806,Milka,Food & Beverage
Վաֆլի Յաշկինո գետնանուշ 200գր,1806,Yashkino,Food & Beverage
Կոնֆետ Ֆրուտիս Գռանդ Քենդի 78,1806,Unknown,Food & Beverage
Թխվածքաբլիթ Միլկա 126գ,1806,Milka,Food & Beverage
Պեչենի Կինդեր սպիտակ շոկոլադով կգ,1806,Unknown,Food & Beverage
Կոնֆետ բալ շոկոլադի մեջ Յաշկինո կգ,1806,Yashkino,Food & Beverage
Շոկ սալիկ Kinder 100գ,1806,Unknown,Other
Կինդեռ Բուենո 43գր,1806,Unknown,Other
Թխվածքաբլիթ շոկոլադե ապաչի 2 կգ,1806,Apache,Food & Beverage
Ռոշեն Միլկի Սփլեշ կգ,1806,Roshen,Food & Beverage
Բատոն Kinder bueno 43գ,1806,Unknown,Other
Կանֆետ Կարամել Ասորտի Գրանդ Քենդի կգ,1806,Grand Candy,Food & Beverage
ՌՈՇԵՆ ԿՈՆԱՖԵՏՏՈ,1806,Roshen,Food & Beverage
Սուֆլե Գրանդ Քենդի պրազդնիկ կգ,1806,Grand Candy,Food & Beverage
ՆՎԵՐ ՆՈՐ ՏԱՐԻ ԱՊԱՉԻ,1806,Apache,Food & Beverage
Կինդեռ Բուենո Ձվիկ 80գ,1806,Unknown,Other
Կինդեր-Բուենո,1806,Unknown,Other
Շոկ Սալիկ Ռոշեն 90գ Մրգային,1806,Roshen,Food & Beverage
Կաթն շոկ MILKA IL ընկույզի միջուկով 110գ,1806,Milka,Food & Beverage
Շոկոլադե կոնֆետներ Չրեր Գրանդ Քենդի կգ,1806,Grand Candy,Food & Beverage
Կաթնային շոկոլադ Milka պնդուկով,1806,Milka,Food & Beverage
Շոկոլադե սալիկներ Milka սրտիկ 110գ Հատ,1806,Milka,Food & Beverage
ԿՈՆՖԵՏ ՅԱՇԿԻՆՈ ՉԻՈ ՌԻՈ,1806,Yashkino,Food & Beverage
Քինդեր դելիսե,1806,Unknown,Other
Բատոն Քինդեր Բուենոս սև 43գր,1806,Unknown,Other
Կոնֆետ Թռչնի Կաթ Գրանդ Քենդի,1806,Grand Candy,Food & Beverage
Շոկ սալիկ Միլկա Ընկ 90 գ,1806,Milka,Food & Beverage
Շոկոլադե սալիկներ Milka կապուչինո 97գ Հատ,1806,Milka,Food & Beverage
Բոն Թենդեր Ռոշեն 120գ,1806,Roshen,Food & Beverage
Կոնֆետ Մոնբլան Ռոշեն միքս կգ,1806,Roshen,Food & Beverage
Չիպս Ապաչի 80 գր,1806,Apache,Food & Beverage
Grand Candi Buryenka,1806,Unknown,Other
Սուրճ Ռոյալ Լուծվող Կապույտ 100գր,1806,Royal,Food & Beverage
Թռչի կաթ դարոինք,1806,Daroink,Food & Beverage
Շոկ Հավ Warner Hudson 150գ,1806,Unknown,Other
Դրաժե Grand Candy Պանդա 150գ,1806,Grand Candy,Food & Beverage
Կոնֆետներ Միլկա Ցանկութուն 110գ,1806,Milka,Food & Beverage
Թխվածքաբլիթ Kinder Happy Hippo 103 5 գր,1806,Unknown,Food & Beverage
Ձվիկ Կինդեր սյուրպրիզ կաթնային շոկոլադ 20գ///,1806,Unknown,Food & Beverage
ՆԵՍԿԱՖԵ Շոկ սալիկ ԿԻՏ_ԿԱՏ 41 5գ,1806,Nescafe,Food & Beverage
Թխվացքաբլիթ Շոկոլադե Milka 126g,1806,Milka,Food & Beverage
Կոնֆետ Ռոշեն քենդի նուտ տեսականի,1806,Roshen,Food & Beverage
Թ/բլիթ բիսկվիտային Միլկա շոկ միջուկով 175գ,1806,Milka,Food & Beverage
Շոկ սալիկ Միլկա 80գր Պնդուկ,1806,Milka,Food & Beverage
Շոկ մածուկ MILKA 350գ,1806,Milka,Food & Beverage
Գրանդ Քենդի շոկոլադե կոնֆետների ընտրանի Կլասիկ 19,1806,Grand Candy,Food & Beverage
Թխվածքաբլիթ վարսակի Դարոինք 250գր,1806,Daroink,Food & Beverage
Շոկ Դարոյնք Կաթ մասամբ,1806,Daroink,Food & Beverage
Կոնֆետ բարբարիս ռոշեն,1806,Roshen,Food & Beverage
Roshen vishnya,1806,Roshen,Food & Beverage
Սալիկ Միլկա 97գ,1806,Milka,Food & Beverage
Շոկ սալիկ Grand Candy դառը 70 90գ,1806,Grand Candy,Food & Beverage
ԿԻնդեռ դելիս,1806,Unknown,Other
Կինդեռ bueno,1806,Unknown,Other
Շոկ սալիկ Յաշկինո սպիտակ 90գ,1806,Yashkino,Food & Beverage
Կոնֆետ Ռոշեն կոլա կգ,1806,Roshen,Food & Beverage
Կոնֆետ Տրուֆել կգ Գրանդ Քենդի,1806,Grand Candy,Food & Beverage
Կոնֆետներ Միմիգո յաշկինո կգ,1806,Yashkino,Food & Beverage
Թխվածքաբլիթ Գրանդ Քենդի Օպերա կաթնային կրեմ 50,1806,Grand Candy,Food & Beverage
